Date,Open,High,Low,Close,SharesTraded,Turnover,index
2001-01-01,,,,1727.42,,,NSE/CNXSERVICE
2001-01-02,,,,1761.8,,,NSE/CNXSERVICE
2001-01-03,,,,1762.83,,,NSE/CNXSERVICE
2001-01-04,,,,1865.75,,,NSE/CNXSERVICE
2001-01-05,,,,1932.91,,,NSE/CNXSERVICE
2001-01-08,,,,1858.53,,,NSE/CNXSERVICE
2001-01-09,,,,1877.64,,,NSE/CNXSERVICE
2001-01-10,,,,1848.77,,,NSE/CNXSERVICE
2001-01-11,,,,1792.22,,,NSE/CNXSERVICE
2001-01-12,,,,1832.67,,,NSE/CNXSERVICE
2001-01-15,,,,1844.65,,,NSE/CNXSERVICE
2001-01-16,,,,1834.19,,,NSE/CNXSERVICE
2001-01-17,,,,1844.42,,,NSE/CNXSERVICE
2001-01-18,,,,1882.76,,,NSE/CNXSERVICE
2001-01-19,,,,1997.61,,,NSE/CNXSERVICE
2001-01-22,,,,1984.11,,,NSE/CNXSERVICE
2001-01-23,,,,1979.01,,,NSE/CNXSERVICE
2001-01-24,,,,2009.79,,,NSE/CNXSERVICE
2001-01-25,,,,2002.88,,,NSE/CNXSERVICE
2001-01-29,,,,1938.03,,,NSE/CNXSERVICE
2001-01-30,,,,2000.69,,,NSE/CNXSERVICE
2001-01-31,,,,1982.77,,,NSE/CNXSERVICE
2001-02-01,,,,1944.38,,,NSE/CNXSERVICE
2001-02-02,,,,1999.68,,,NSE/CNXSERVICE
2001-02-05,,,,1995.09,,,NSE/CNXSERVICE
2001-02-06,,,,2006.92,,,NSE/CNXSERVICE
2001-02-07,,,,1973.91,,,NSE/CNXSERVICE
2001-02-08,,,,2007.83,,,NSE/CNXSERVICE
2001-02-09,,,,2021.5,,,NSE/CNXSERVICE
2001-02-12,,,,2026.53,,,NSE/CNXSERVICE
2001-02-13,,,,2007.18,,,NSE/CNXSERVICE
2001-02-14,,,,1990.58,,,NSE/CNXSERVICE
2001-02-15,,,,2019.64,,,NSE/CNXSERVICE
2001-02-16,,,,1943.29,,,NSE/CNXSERVICE
2001-02-19,,,,1954.97,,,NSE/CNXSERVICE
2001-02-20,,,,1941.54,,,NSE/CNXSERVICE
2001-02-21,,,,1895.53,,,NSE/CNXSERVICE
2001-02-22,,,,1845.43,,,NSE/CNXSERVICE
2001-02-23,,,,1770.0,,,NSE/CNXSERVICE
2001-02-26,,,,1784.34,,,NSE/CNXSERVICE
2001-02-27,,,,1742.7,,,NSE/CNXSERVICE
2001-02-28,,,,1841.62,,,NSE/CNXSERVICE
2001-03-01,,,,1773.32,,,NSE/CNXSERVICE
2001-03-02,,,,1619.33,,,NSE/CNXSERVICE
2001-03-05,,,,1568.67,,,NSE/CNXSERVICE
2001-03-07,,,,1647.16,,,NSE/CNXSERVICE
2001-03-08,,,,1626.77,,,NSE/CNXSERVICE
2001-03-09,,,,1538.53,,,NSE/CNXSERVICE
2001-03-12,,,,1392.06,,,NSE/CNXSERVICE
2001-03-13,,,,1290.62,,,NSE/CNXSERVICE
2001-03-14,,,,1398.63,,,NSE/CNXSERVICE
2001-03-15,,,,1455.89,,,NSE/CNXSERVICE
2001-03-16,,,,1429.42,,,NSE/CNXSERVICE
2001-03-19,,,,1417.55,,,NSE/CNXSERVICE
2001-03-20,,,,1392.94,,,NSE/CNXSERVICE
2001-03-21,,,,1404.98,,,NSE/CNXSERVICE
2001-03-22,,,,1354.54,,,NSE/CNXSERVICE
2001-03-23,,,,1313.91,,,NSE/CNXSERVICE
2001-03-26,,,,1324.23,,,NSE/CNXSERVICE
2001-03-27,,,,1360.6,,,NSE/CNXSERVICE
2001-03-28,,,,1393.89,,,NSE/CNXSERVICE
2001-03-29,,,,1351.14,,,NSE/CNXSERVICE
2001-03-30,,,,1265.76,,,NSE/CNXSERVICE
2001-04-02,,,,1243.15,,,NSE/CNXSERVICE
